,Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Sales Method
243,Foot Locker,1185732,2021-04-06,Southeast,South Carolina,Charleston,Men's Street Footwear,33.0,283,934,532,Online
244,Foot Locker,1185732,2021-05-05,Southeast,South Carolina,Charleston,Men's Street Footwear,48.0,282,1354,744,Online
245,Foot Locker,1185732,2020-01-04,Northeast,New York,New York,Women's Athletic Footwear,36.0,281,1012,374,Outlet
246,Foot Locker,1185732,2020-02-04,Northeast,New York,New York,Men's Apparel,44.0,281,1236,445,Outlet
247,Walmart,1197831,2020-10-22,South,Texas,Houston,Women's Street Footwear,34.0,281,955,373,Outlet
248,West Gear,1128299,2021-01-08,West,California,San Francisco,Women's Street Footwear,42.0,281,1180,531,Outlet
249,Sports Direct,1197831,2021-10-16,South,Texas,Dallas,Men's Street Footwear,46.0,281,1293,608,Outlet
250,Foot Locker,1185732,2021-01-09,Southeast,Georgia,Atlanta,Women's Apparel,30.0,281,843,447,Outlet
251,Walmart,1185732,2020-04-24,Northeast,New York,New York,Women's Apparel,59.0,280,1652,661,Online
252,Foot Locker,1185732,2020-02-10,Northeast,New York,New York,Men's Apparel,47.0,280,1316,461,Outlet
253,Walmart,1185732,2020-05-01,Northeast,New York,New York,Men's Apparel,47.0,280,1316,474,Outlet
254,West Gear,1128299,2021-01-31,West,California,San Francisco,Men's Athletic Footwear,39.0,280,1092,197,Outlet
255,Sports Direct,1197831,2021-09-11,South,Texas,Dallas,Men's Athletic Footwear,40.0,280,1120,459,Outlet
256,Sports Direct,1197831,2021-09-15,South,Texas,Dallas,Women's Apparel,42.0,280,1176,647,Outlet
257,Sports Direct,1197831,2021-09-05,South,Alabama,Birmingham,Women's Apparel,36.0,280,1008,645,Outlet
258,Sports Direct,1197831,2021-09-11,South,Alabama,Birmingham,Women's Apparel,47.0,280,1316,921,Outlet
259,Walmart,1128299,2021-12-16,Southeast,Florida,Orlando,Men's Street Footwear,58.0,280,1624,585,Outlet
260,Walmart,1185732,2020-04-17,Northeast,New York,New York,Men's Apparel,43.0,279,1200,396,Outlet
261,Walmart,1185732,2020-05-07,Northeast,New York,New York,Men's Apparel,48.0,279,1339,496,Outlet
262,Foot Locker,1185732,2020-03-06,Northeast,New York,New York,Women's Street Footwear,46.0,278,1279,614,Online
263,Foot Locker,1185732,2020-09-22,Southeast,Florida,Miami,Women's Apparel,56.0,278,1557,950,Online
264,Foot Locker,1185732,2021-08-06,Southeast,South Carolina,Charleston,Women's Apparel,58.0,278,1612,984,Online
265,Foot Locker,1185732,2021-11-06,Southeast,South Carolina,Charleston,Men's Street Footwear,50.0,278,1390,792,Online
266,Foot Locker,1185732,2020-03-14,Northeast,New York,New York,Men's Apparel,46.0,278,1279,435,Outlet
267,West Gear,1128299,2021-01-19,West,California,San Francisco,Men's Athletic Footwear,47.0,278,1307,287,Outlet
268,Sports Direct,1197831,2021-09-14,South,Alabama,Birmingham,Women's Street Footwear,36.0,278,1001,530,Outlet
269,West Gear,1197831,2021-07-06,West,Idaho,Boise,Women's Street Footwear,34.0,278,945,397,Outlet
270,West Gear,1128299,2021-01-12,West,California,San Francisco,Men's Street Footwear,56.0,277,1551,698,Online
271,Foot Locker,1185732,2020-01-21,Northeast,New York,New York,Women's Street Footwear,36.0,276,994,467,Online
272,Walmart,1197831,2020-08-17,South,Texas,Houston,Women's Apparel,37.0,276,1021,643,Online
273,Sports Direct,1185732,2021-03-02,Southeast,North Carolina,Charlotte,Men's Street Footwear,28.0,276,773,417,Online
274,Sports Direct,1197831,2021-08-23,South,Alabama,Birmingham,Men's Apparel,25.0,275,6875,2750,Outlet
275,Foot Locker,1185732,2021-01-18,Midwest,Michigan,Detroit,Women's Athletic Footwear,25.0,275,6875,2750,In-store
276,Foot Locker,1185732,2021-04-18,Midwest,Missouri,St. Louis,Men's Athletic Footwear,30.0,275,8250,2888,In-store
277,Foot Locker,1185732,2021-04-18,Midwest,Missouri,St. Louis,Women's Street Footwear,20.0,275,5500,1925,In-store
278,Foot Locker,1185732,2021-09-19,Midwest,Missouri,St. Louis,Women's Athletic Footwear,15.0,275,4125,1650,In-store
279,Foot Locker,1185732,2021-09-19,Midwest,Missouri,St. Louis,Men's Apparel,25.0,275,6875,2406,In-store
280,West Gear,1185732,2021-05-12,West,Utah,Salt Lake City,Women's Athletic Footwear,25.0,275,6875,2750,In-store
281,West Gear,1185732,2021-10-11,West,Utah,Salt Lake City,Women's Athletic Footwear,20.0,275,5500,2200,In-store
282,West Gear,1185732,2021-10-11,West,Utah,Salt Lake City,Men's Apparel,30.0,275,8250,2888,In-store
283,Foot Locker,1185732,2021-03-16,South,Mississippi,Jackson,Women's Athletic Footwear,20.0,275,5500,2200,Online
284,Walmart,1197831,2021-10-21,South,Arkansas,Little Rock,Women's Athletic Footwear,20.0,275,5500,2200,Online
285,Walmart,1197831,2021-10-21,South,Arkansas,Little Rock,Men's Apparel,30.0,275,8250,2888,Online
286,West Gear,1197831,2021-02-21,South,Arkansas,Little Rock,Men's Athletic Footwear,25.0,275,6875,2406,Online
287,West Gear,1197831,2021-03-19,South,Oklahoma,Oklahoma City,Women's Street Footwear,10.0,275,2750,1100,Online
288,West Gear,1197831,2021-03-19,South,Oklahoma,Oklahoma City,Women's Apparel,25.0,275,6875,2750,Online
289,West Gear,1197831,2021-09-19,South,Oklahoma,Oklahoma City,Women's Street Footwear,15.0,275,4125,1650,Online
290,Foot Locker,1197831,2021-11-13,Midwest,Kansas,Wichita,Men's Athletic Footwear,15.0,275,4125,1444,Online
291,Foot Locker,1185732,2021-01-12,Midwest,Kansas,Wichita,Women's Street Footwear,30.0,275,8250,2475,Online
292,Sports Direct,1185732,2021-01-09,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,25.0,275,6875,2063,Online
293,Sports Direct,1185732,2021-02-09,Midwest,North Dakota,Fargo,Women's Apparel,25.0,275,6875,2750,Online
294,Foot Locker,1185732,2021-06-06,Midwest,Iowa,Des Moines,Men's Athletic Footwear,30.0,275,8250,2888,In-store
295,Foot Locker,1185732,2021-09-07,Midwest,Iowa,Des Moines,Men's Athletic Footwear,30.0,275,8250,2888,In-store
296,West Gear,1185732,2021-03-09,Midwest,Indiana,Indianapolis,Women's Street Footwear,15.0,275,4125,1444,In-store
297,West Gear,1185732,2021-03-09,Midwest,Indiana,Indianapolis,Women's Apparel,25.0,275,6875,2750,In-store
298,West Gear,1185732,2021-09-11,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,30.0,275,8250,3300,In-store
299,West Gear,1185732,2021-03-16,Northeast,West Virginia,Charleston,Men's Athletic Footwear,30.0,275,8250,3300,In-store
300,Foot Locker,1185732,2021-02-15,Northeast,Maryland,Baltimore,Women's Street Footwear,30.0,275,8250,3300,In-store
301,Foot Locker,1185732,2021-03-13,Northeast,Delaware,Wilmington,Women's Street Footwear,30.0,275,8250,3300,In-store
302,Kohl's,1185732,2021-01-10,Northeast,Delaware,Wilmington,Women's Street Footwear,25.0,275,6875,2750,In-store
303,Walmart,1185732,2020-04-28,Northeast,New York,New York,Men's Athletic Footwear,53.0,273,1447,622,Online
304,West Gear,1128299,2021-01-06,West,California,San Francisco,Men's Street Footwear,56.0,273,1529,764,Online
305,West Gear,1128299,2021-01-18,West,California,San Francisco,Men's Street Footwear,62.0,273,1693,779,Online
306,West Gear,1128299,2021-02-12,West,California,San Francisco,Men's Athletic Footwear,58.0,273,1583,428,Online
307,Sports Direct,1197831,2021-09-24,South,Texas,Dallas,Women's Street Footwear,46.0,273,1256,691,Online
308,Foot Locker,1185732,2020-08-06,West,Washington,Seattle,Men's Street Footwear,44.0,273,1201,661,Online
309,Foot Locker,1185732,2021-06-07,Southeast,South Carolina,Charleston,Men's Street Footwear,51.0,273,1392,780,Online
310,Walmart,1197831,2020-08-11,South,Texas,Houston,Women's Apparel,27.0,272,734,404,Outlet
311,Walmart,1197831,2020-09-11,South,Texas,Houston,Men's Street Footwear,31.0,272,843,329,Outlet
312,West Gear,1128299,2020-11-13,West,California,San Francisco,Men's Street Footwear,36.0,272,979,382,Outlet
313,Kohl's,1189833,2021-04-26,West,California,Los Angeles,Men's Athletic Footwear,37.0,272,1006,292,Outlet
314,Kohl's,1189833,2021-05-19,West,California,Los Angeles,Men's Street Footwear,40.0,272,1088,500,Outlet
315,Sports Direct,1197831,2021-09-21,South,Texas,Dallas,Women's Apparel,47.0,272,1278,729,Outlet
316,Sports Direct,1197831,2021-04-15,South,Tennessee,Knoxville,Men's Street Footwear,29.0,272,789,394,Outlet
317,Sports Direct,1197831,2021-04-20,South,Tennessee,Knoxville,Women's Apparel,38.0,272,1034,641,Outlet
318,Walmart,1128299,2021-06-17,Southeast,Florida,Orlando,Men's Street Footwear,50.0,272,1360,435,Outlet
319,Walmart,1128299,2021-08-17,Southeast,Florida,Orlando,Men's Athletic Footwear,60.0,272,1632,441,Outlet
320,West Gear,1185732,2021-01-12,Southeast,Florida,Orlando,Men's Street Footwear,30.0,272,816,416,Outlet
321,Foot Locker,1128299,2021-07-23,Southeast,Virginia,Richmond,Men's Street Footwear,60.0,272,1632,604,Outlet
322,Foot Locker,1128299,2021-08-24,Southeast,Virginia,Richmond,Men's Street Footwear,67.0,272,1822,729,Outlet
323,West Gear,1128299,2021-12-16,South,Louisiana,New Orleans,Men's Street Footwear,46.0,272,1251,576,Outlet
324,West Gear,1128299,2020-11-03,South,Texas,Houston,Women's Street Footwear,33.0,271,894,376,Outlet
325,West Gear,1128299,2020-12-25,West,California,San Francisco,Men's Street Footwear,40.0,271,1084,412,Outlet
326,West Gear,1128299,2021-02-14,West,California,San Francisco,Women's Athletic Footwear,40.0,271,1084,325,Outlet
327,Sports Direct,1197831,2021-04-08,South,Tennessee,Knoxville,Women's Apparel,31.0,271,840,496,Outlet
328,Sports Direct,1197831,2021-04-22,South,Tennessee,Knoxville,Men's Athletic Footwear,44.0,271,1192,608,Outlet
329,West Gear,1197831,2021-07-06,West,Idaho,Boise,Men's Athletic Footwear,40.0,271,1084,466,Outlet
330,Walmart,1197831,2021-07-19,South,Arkansas,Little Rock,Men's Street Footwear,39.0,271,1057,444,Outlet
331,Foot Locker,1185732,2020-03-05,Northeast,New York,New York,Men's Athletic Footwear,54.0,270,1458,598,Online
332,Walmart,1185732,2020-04-17,Northeast,New York,New York,Men's Apparel,54.0,270,1458,656,Online
333,Walmart,1185732,2020-04-20,Northeast,New York,New York,Men's Athletic Footwear,50.0,270,1350,594,Online
334,Kohl's,1189833,2021-04-19,West,California,Los Angeles,Men's Street Footwear,44.0,270,1188,653,Online
335,Sports Direct,1185732,2020-09-29,Southeast,Florida,Miami,Men's Street Footwear,56.0,270,1512,907,Online
336,West Gear,1128299,2021-07-16,South,Louisiana,New Orleans,Men's Street Footwear,86.0,270,2322,1231,Online
337,Foot Locker,1185732,2021-07-05,Southeast,South Carolina,Charleston,Men's Athletic Footwear,58.0,270,1566,767,Online
338,Foot Locker,1185732,2020-03-13,Northeast,New York,New York,Women's Athletic Footwear,35.0,270,945,350,Outlet
339,Walmart,1185732,2020-04-30,Northeast,New York,New York,Women's Athletic Footwear,41.0,270,1107,410,Outlet
340,Sports Direct,1197831,2020-07-19,Northeast,New York,New York,Men's Street Footwear,20.0,270,540,211,Outlet
341,Sports Direct,1197831,2020-07-20,Northeast,New York,New York,Men's Athletic Footwear,26.0,270,702,260,Outlet
342,Walmart,1197831,2020-09-04,South,Texas,Houston,Women's Apparel,39.0,270,1053,569,Outlet
343,Walmart,1197831,2020-10-20,South,Texas,Houston,Men's Street Footwear,34.0,270,918,349,Outlet
344,West Gear,1128299,2020-12-31,West,California,San Francisco,Men's Street Footwear,44.0,270,1188,523,Outlet
345,Walmart,1185732,2020-04-21,Northeast,New York,New York,Women's Street Footwear,47.0,268,1260,592,Online
346,Walmart,1197831,2020-08-12,South,Texas,Houston,Men's Street Footwear,29.0,268,777,373,Online
347,Walmart,1197831,2020-08-30,South,Texas,Houston,Men's Street Footwear,37.0,268,992,486,Online
348,West Gear,1128299,2021-01-25,West,California,San Francisco,Men's Athletic Footwear,56.0,268,1501,420,Online
349,Foot Locker,1185732,2020-08-18,Southeast,Florida,Miami,Men's Street Footwear,41.0,268,1099,659,Online
350,Sports Direct,1197831,2021-09-14,South,Alabama,Birmingham,Women's Street Footwear,51.0,268,1367,820,Online
351,Foot Locker,1185732,2020-03-11,Northeast,New York,New York,Men's Athletic Footwear,53.0,267,1415,594,Online
352,Foot Locker,1185732,2021-03-05,Southeast,South Carolina,Charleston,Men's Street Footwear,33.0,265,875,507,Online
353,Walmart,1197831,2020-08-20,South,Texas,Houston,Women's Street Footwear,27.0,264,713,285,Outlet
354,Walmart,1197831,2020-09-05,South,Texas,Houston,Men's Street Footwear,33.0,264,871,366,Outlet
355,West Gear,1128299,2020-11-01,South,Texas,Houston,Men's Street Footwear,30.0,264,792,309,Outlet
356,West Gear,1128299,2021-01-14,West,California,San Francisco,Women's Street Footwear,46.0,264,1214,486,Outlet
357,West Gear,1128299,2021-01-17,West,California,San Francisco,Women's Apparel,56.0,264,1478,281,Outlet
358,West Gear,1128299,2021-01-29,West,California,San Francisco,Women's Apparel,51.0,264,1346,202,Outlet
359,Kohl's,1189833,2021-03-19,West,California,Los Angeles,Men's Street Footwear,24.0,264,634,279,Outlet
360,Kohl's,1189833,2021-04-24,West,California,Los Angeles,Women's Apparel,48.0,264,1267,279,Outlet
361,Kohl's,1189833,2021-05-02,West,California,Los Angeles,Men's Athletic Footwear,41.0,264,1082,336,Outlet
362,Kohl's,1189833,2021-05-08,West,California,Los Angeles,Men's Athletic Footwear,39.0,264,1030,278,Outlet
363,Kohl's,1189833,2021-05-14,West,California,Los Angeles,Men's Athletic Footwear,43.0,264,1135,341,Outlet
364,Kohl's,1189833,2021-05-20,West,California,Los Angeles,Men's Athletic Footwear,42.0,264,1109,333,Outlet
365,Sports Direct,1197831,2021-09-09,South,Texas,Dallas,Women's Apparel,34.0,264,898,467,Outlet
366,Sports Direct,1197831,2021-09-17,South,Texas,Dallas,Men's Athletic Footwear,34.0,264,898,377,Outlet
367,Sports Direct,1197831,2021-04-16,South,Tennessee,Knoxville,Men's Athletic Footwear,30.0,264,792,396,Outlet
368,Sports Direct,1197831,2021-05-16,South,Tennessee,Knoxville,Men's Athletic Footwear,37.0,264,977,479,Outlet
369,Sports Direct,1197831,2021-09-07,South,Alabama,Birmingham,Men's Athletic Footwear,37.0,264,977,537,Outlet
370,West Gear,1197831,2021-07-06,West,Idaho,Boise,Men's Street Footwear,35.0,264,924,425,Outlet
371,Foot Locker,1197831,2021-07-06,West,Idaho,Boise,Women's Apparel,51.0,264,1346,794,Outlet
372,Foot Locker,1185732,2021-01-09,Southeast,Georgia,Atlanta,Women's Street Footwear,24.0,264,634,203,Outlet
373,Walmart,1185732,2020-05-02,Northeast,New York,New York,Women's Apparel,66.0,263,1736,642,Online
374,West Gear,1128299,2021-02-05,West,California,San Francisco,Men's Street Footwear,52.0,263,1368,602,Online
375,Sports Direct,1197831,2021-09-15,South,Texas,Dallas,Women's Apparel,53.0,263,1394,878,Online
376,Sports Direct,1197831,2021-04-17,South,Tennessee,Knoxville,Women's Street Footwear,36.0,263,947,568,Online
377,West Gear,1185732,2021-06-10,Northeast,New York,Albany,Men's Street Footwear,59.0,263,1552,869,Online
378,Sports Direct,1185732,2021-08-16,Midwest,Michigan,Detroit,Men's Street Footwear,55.0,263,1447,926,Online
379,Sports Direct,1185732,2021-02-04,Southeast,South Carolina,Charleston,Men's Street Footwear,34.0,263,894,447,Online
380,Sports Direct,1185732,2021-04-03,Southeast,North Carolina,Charlotte,Men's Street Footwear,27.0,263,710,383,Online
381,Sports Direct,1185732,2021-07-02,Southeast,North Carolina,Charlotte,Women's Apparel,64.0,263,1683,1060,Online
382,Sports Direct,1197831,2020-08-01,South,Texas,Houston,Men's Athletic Footwear,30.0,263,789,308,Outlet
383,Walmart,1197831,2020-08-21,South,Texas,Houston,Women's Athletic Footwear,26.0,263,684,328,Outlet
384,West Gear,1128299,2021-01-13,West,California,San Francisco,Men's Athletic Footwear,49.0,263,1289,309,Outlet
385,West Gear,1128299,2021-01-22,West,California,San Francisco,Men's Apparel,59.0,263,1552,884,Outlet
386,West Gear,1128299,2021-02-05,West,California,San Francisco,Men's Street Footwear,39.0,263,1026,359,Outlet
387,Sports Direct,1197831,2021-08-30,South,Alabama,Birmingham,Women's Apparel,36.0,263,947,625,Outlet
388,Walmart,1128299,2021-07-16,Southeast,Florida,Orlando,Men's Athletic Footwear,74.0,263,1946,545,Outlet
389,West Gear,1197831,2021-06-04,West,Idaho,Boise,Men's Athletic Footwear,35.0,263,921,377,Outlet
390,Foot Locker,1185732,2021-06-18,South,Mississippi,Jackson,Men's Street Footwear,31.0,263,815,359,Outlet
391,Foot Locker,1185732,2020-01-08,Northeast,New York,New York,Men's Athletic Footwear,46.0,261,1201,528,Online
392,Foot Locker,1185732,2020-02-08,Northeast,New York,New York,Women's Street Footwear,46.0,261,1201,564,Online
393,Foot Locker,1185732,2020-03-07,Northeast,New York,New York,Women's Athletic Footwear,47.0,261,1227,552,Online
394,Walmart,1185732,2020-05-07,Northeast,New York,New York,Men's Apparel,60.0,261,1566,673,Online
395,Walmart,1197831,2020-10-31,South,Texas,Houston,Women's Apparel,53.0,261,1383,858,Online
396,Walmart,1128299,2021-07-16,Southeast,Florida,Orlando,Men's Street Footwear,83.0,261,2166,953,Online
397,West Gear,1185732,2021-05-08,Northeast,New York,Albany,Men's Street Footwear,50.0,261,1305,783,Online
398,Foot Locker,1185732,2020-01-02,Northeast,New York,New York,Men's Athletic Footwear,47.0,260,1222,513,Online
399,Foot Locker,1185732,2020-01-06,Northeast,New York,New York,Women's Apparel,46.0,260,1196,443,Online
400,Foot Locker,1185732,2020-01-26,Northeast,New York,New York,Men's Athletic Footwear,48.0,259,1243,535,Online
401,Foot Locker,1185732,2020-02-07,Northeast,New York,New York,Men's Athletic Footwear,50.0,259,1295,518,Online
402,Walmart,1197831,2020-08-13,South,Texas,Houston,Men's Athletic Footwear,38.0,259,984,453,Online
403,Walmart,1197831,2020-08-31,South,Texas,Houston,Men's Athletic Footwear,41.0,259,1062,478,Online
404,West Gear,1128299,2021-01-19,West,California,San Francisco,Men's Athletic Footwear,66.0,259,1709,513,Online
405,West Gear,1185732,2020-09-10,Southeast,Florida,Miami,Women's Apparel,63.0,259,1632,1061,Online
406,Walmart,1185732,2020-04-29,Northeast,New York,New York,Women's Street Footwear,52.0,258,1342,644,Online
407,Foot Locker,1185732,2020-03-18,Northeast,New York,New York,Women's Street Footwear,45.0,257,1157,532,Online
408,Foot Locker,1185732,2020-04-24,Southeast,Florida,Miami,Men's Street Footwear,42.0,256,1075,624,Online
409,Foot Locker,1185732,2021-01-09,Southeast,Georgia,Atlanta,Men's Street Footwear,39.0,256,998,579,Online
410,West Gear,1128299,2021-01-07,West,California,San Francisco,Men's Athletic Footwear,50.0,256,1280,384,Outlet
411,West Gear,1128299,2021-02-10,West,California,San Francisco,Women's Apparel,56.0,256,1434,215,Outlet
412,West Gear,1128299,2021-02-13,West,California,San Francisco,Women's Street Footwear,44.0,256,1126,372,Outlet
413,West Gear,1128299,2021-02-16,West,California,San Francisco,Women's Apparel,50.0,256,1280,218,Outlet
414,Kohl's,1189833,2021-05-13,West,California,Los Angeles,Men's Street Footwear,36.0,256,922,433,Outlet
415,Sports Direct,1197831,2021-09-10,South,Texas,Dallas,Men's Street Footwear,30.0,256,768,284,Outlet
